id,title,publish_date,cluster_id,pca_x,pca_y,author_count,category_count,categories_joined,authors_joined,keywords_joined,top_conference,url
1908.04895v2,HyperKG: Hyperbolic Knowledge Graph Embeddings for Knowledge Base Completion,2019-08-14,1,0.011087428,-0.27870077,3,2,cs.CL | cs.AI,Prodromos Kolyvakis | Alexandros Kalousis | Dimitris Kiritsis,hyperkg | hyperbolic | knowledge | graph | embeddings | base | completion | learning | entities | relations | existing | bases | allows | discovery | hidden | patterns | data | work | examine | geometrical,,http://arxiv.org/abs/1908.04895v2
1908.04919v1,Towards Diverse and Accurate Image Captions via Reinforcing Determinantal Point Process,2019-08-14,3,0.012534472,0.0026085144,2,2,cs.CV | cs.CL,Qingzhong Wang | Antoni B. Chan,towards | diverse | accurate | image | captions | via | reinforcing | determinantal | point | process | although | significant | progress | made | field | automatic | captioning | still | challenging | task,,http://arxiv.org/abs/1908.04919v1
1908.04950v1,VideoNavQA: Bridging the Gap between Visual and Embodied Question Answering,2019-08-14,1,-0.052590523,-0.036353506,4,4,cs.CV | cs.AI | cs.CL | cs.LG,Cătălina Cangea | Eugene Belilovsky | Pietro Liò | Aaron Courville,videonavqa | bridging | gap | visual | embodied | question | answering | eqa | recently | proposed | task | agent | placed | rich | d | environment | must | act | based | solely,,http://arxiv.org/abs/1908.04950v1
1908.05067v1,Reactive Multi-Stage Feature Fusion for Multimodal Dialogue Modeling,2019-08-14,0,0.01156664,0.16226996,6,2,cs.CL | cs.CV,Yi-Ting Yeh | Tzu-Chuan Lin | Hsiao-Hua Cheng | Yu-Hsuan Deng | Shang-Yu Su | Yun-Nung Chen,reactive | multistage | feature | fusion | multimodal | dialogue | modeling | visual | question | answering | tasks | increasingly | studied | field | towards | practical | realworld | scenarios | challenging | task,AAAI 2019,http://arxiv.org/abs/1908.05067v1
1908.05731v1,Simple and Effective Noisy Channel Modeling for Neural Machine Translation,2019-08-16,5,0.20800887,0.058980837,4,1,cs.CL,Kyra Yee | Nathan Ng | Yann N. Dauphin | Michael Auli,simple | effective | noisy | channel | modeling | neural | machine | translation | previous | work | relied | latent | variable | models | incrementally | process | source | target | sentence | makes,EMNLP 2019,http://arxiv.org/abs/1908.05731v1
1908.05838v2,Pushing the Limits of Low-Resource Morphological Inflection,2019-08-16,5,0.14160265,0.06620064,2,1,cs.CL,Antonios Anastasopoulos | Graham Neubig,pushing | limits | lowresource | morphological | inflection | recent | years | seen | exceptional | strides | task | automatic | generation | however | long | tail | languages | necessary | resources | hard,EMNLP 2019,http://arxiv.org/abs/1908.05838v2
1908.06151v2,The Transference Architecture for Automatic Post-Editing,2019-08-17,5,0.10446407,-0.01748736,6,1,cs.CL,Santanu Pal | Hongfei Xu | Nico Herbig | Sudip Kumar Naskar | Antonio Krueger | Josef van Genabith,transference | architecture | automatic | postediting | ape | makes | sense | condition | pe | decisions | source | src | machine | translated | text | mt | input | led | multisource | encoder,,http://arxiv.org/abs/1908.06151v2
1908.06748v2,Adabot: Fault-Tolerant Java Decompiler,2019-08-14,5,0.14961895,0.11659026,3,2,cs.SE | cs.CL,Zhiming Li | Qing Wu | Kun Qian,adabot | faulttolerant | java | decompiler | reverse | engineeringre | fundamental | task | software | engineering | however | traditional | tools | strictly | rule | defined | thus | pose | serious | problem,,http://arxiv.org/abs/1908.06748v2
1908.07912v1,It Takes Nine to Smell a Rat: Neural Multi-Task Learning for Check-Worthiness Prediction,2019-08-20,4,-0.138344,0.03401048,5,2,cs.CL | cs.AI,Slavena Vasileva | Pepa Atanasova | Lluís Màrquez | Alberto Barrón-Cedeño | Preslav Nakov,takes | nine | smell | rat | neural | multitask | learning | checkworthiness | prediction | propose | deeplearning | approach | estimating | claims | political | debates | given | debate | us | presidential,,http://arxiv.org/abs/1908.07912v1
1908.08039v1,"""Mask and Infill"" : Applying Masked Language Model to Sentiment Transfer",2019-08-22,5,0.05427535,0.016496645,5,1,cs.CL,Xing Wu | Tao Zhang | Liangjun Zang | Jizhong Han | Songlin Hu,mask | infill | applying | masked | language | model | sentiment | transfer | paper | focuses | task | nonparallel | text | modifies | attributes | eg | positive | negative | sentences | preserving,IJCAI 2019,http://arxiv.org/abs/1908.08039v1
1908.08210v1,Relation-Aware Entity Alignment for Heterogeneous Knowledge Graphs,2019-08-22,1,-0.057078034,-0.31412023,6,1,cs.CL,Yuting Wu | Xiao Liu | Yansong Feng | Zheng Wang | Rui Yan | Dongyan Zhao,relationaware | entity | alignment | heterogeneous | knowledge | graphs | task | linking | entities | realworld | identity | different | kgs | recently | dominated | embeddingbased | methods | approaches | work | learning,IJCAI 2019,http://arxiv.org/abs/1908.08210v1
1908.09590v1,Rethinking Attribute Representation and Injection for Sentiment Classification,2019-08-26,4,-0.013954805,-0.016665883,1,1,cs.CL,Reinald Kim Amplayo,rethinking | attribute | representation | injection | sentiment | classification | text | attributes | user | product | information | reviews | used | improve | performance | models | de | facto | standard | method,EMNLP 2019,http://arxiv.org/abs/1908.09590v1
1908.09591v2,Measuring Patent Claim Generation by Span Relevancy,2019-08-26,3,-0.0010577679,-0.0032516385,2,1,cs.CL,Jieh-Sheng Lee | Jieh Hsiang,measuring | patent | claim | generation | span | relevancy | goal | realize | augmented | inventing | inventors | leveraging | latest | deep | learning | techniques | envision | possibility | building | autocomplete,,http://arxiv.org/abs/1908.09591v2
1908.09940v2,"Don't paraphrase, detect! Rapid and Effective Data Collection for Semantic Parsing",2019-08-27,3,-0.05888735,0.08252223,2,2,cs.CL | cs.AI,Jonathan Herzig | Jonathan Berant,dont | paraphrase | detect | rapid | effective | data | collection | semantic | parsing | major | hurdle | road | conversational | interfaces | difficulty | collecting | maps | language | utterances | logical,IJCNLP 2019,http://arxiv.org/abs/1908.09940v2
1908.10001v1,Real-world Conversational AI for Hotel Bookings,2019-08-27,4,-0.111117974,0.14981893,5,3,cs.LG | cs.CL | stat.ML,Bai Li | Nanyi Jiang | Joey Sham | Henry Shi | Hussein Fazal,realworld | conversational | ai | hotel | bookings | paper | present | system | search | book | hotels | text | messaging | architecture | consists | framebased | dialogue | management | calls | machine,,http://arxiv.org/abs/1908.10001v1
1908.10328v2,Movie Plot Analysis via Turning Point Identification,2019-08-28,4,-0.14520077,-0.0110947145,3,1,cs.CL,Pinelopi Papalampidi | Frank Keller | Mirella Lapata,movie | plot | analysis | via | turning | point | identification | according | screenwriting | theory | points | eg | change | plans | major | setback | climax | crucial | narrative | moments,EMNLP 2019,http://arxiv.org/abs/1908.10328v2
1908.10422v1,Ensemble-Based Deep Reinforcement Learning for Chatbots,2019-08-28,0,0.07155614,0.080234736,10,3,cs.AI | cs.CL | cs.LG,Heriberto Cuayáhuitl | Donghyeon Lee | Seonghan Ryu | Yongjin Cho | Sungja Choi | Satish Indurthi | Seunghak Yu | Hyungtak Choi | Inchul Hwang | Jihie Kim,ensemblebased | deep | reinforcement | learning | chatbots | trainable | exhibit | fluent | humanlike | conversations | remain | big | challenge | artificial | intelligence | drl | promising | addressing | successful | application,,http://arxiv.org/abs/1908.10422v1
1908.10721v1,Discourse-Aware Semantic Self-Attention for Narrative Reading Comprehension,2019-08-28,1,-0.032680687,-0.013356558,2,2,cs.CL | cs.LG,Todor Mihaylov | Anette Frank,discourseaware | semantic | selfattention | narrative | reading | comprehension | work | propose | use | linguistic | annotations | basis | textitdiscourseaware | encoder | employ | long | texts | extract | relations | discourse,IJCNLP 2019,http://arxiv.org/abs/1908.10721v1
1908.11135v1,KBSET -- Knowledge-Based Support for Scholarly Editing and Text Processing,2019-08-29,1,-0.09540438,-0.037615336,2,2,cs.AI | cs.CL,Jana Kittelmann | Christoph Wernhard,kbset | knowledgebased | support | scholarly | editing | text | processing | supports | practical | workflow | based | using | latex | dedicated | commands | semanticsoriented | markup | prologimplemented | core | system,,http://arxiv.org/abs/1908.11135v1
1908.11425v2,Cross-lingual topic prediction for speech using translations,2019-08-30,0,0.05570207,0.14893697,4,1,cs.CL,Sameer Bansal | Herman Kamper | Adam Lopez | Sharon Goldwater,crosslingual | topic | prediction | speech | using | translations | given | large | amount | unannotated | lowresource | language | classify | utterances | consider | question | setting | small | paired | text,,http://arxiv.org/abs/1908.11425v2
1908.11571v1,Hierarchical Pointer Net Parsing,2019-08-30,1,0.05183037,-0.087252185,5,2,cs.CL | cs.LG,Linlin Liu | Xiang Lin | Shafiq Joty | Simeng Han | Lidong Bing,hierarchical | pointer | net | parsing | transitionbased | topdown | networks | achieved | stateoftheart | results | multiple | tasks | linear | time | complexity | however | decoder | parsers | sequential | structure,EMNLP 2019,http://arxiv.org/abs/1908.11571v1
1908.11610v1,Cross-domain Aspect Category Transfer and Detection via Traceable Heterogeneous Graph Representation Learning,2019-08-30,4,-0.102428496,-0.097951464,6,1,cs.CL,Zhuoren Jiang | Jian Wang | Lujun Zhao | Changlong Sun | Yao Lu | Xiaozhong Liu,crossdomain | aspect | category | transfer | detection | via | traceable | heterogeneous | graph | representation | learning | essential | task | sentiment | analysis | opinion | mining | however | cost | categorical,,http://arxiv.org/abs/1908.11610v1
1908.11782v1,Latent Part-of-Speech Sequences for Neural Machine Translation,2019-08-30,5,0.23030868,0.06806334,5,2,cs.AI | cs.CL,Xuewen Yang | Yingru Liu | Dongliang Xie | Xin Wang | Niranjan Balasubramanian,latent | partofspeech | sequences | neural | machine | translation | learning | target | side | syntactic | structure | shown | improve | nmt | however | incorporating | syntax | variables | introduces | additional,EMNLP 2019,http://arxiv.org/abs/1908.11782v1
1909.00137v2,EntEval: A Holistic Evaluation Benchmark for Entity Representations,2019-08-31,1,-0.13195802,-0.18192129,5,1,cs.CL,Mingda Chen | Zewei Chu | Yang Chen | Karl Stratos | Kevin Gimpel,enteval | holistic | evaluation | benchmark | entity | representations | rich | useful | wide | class | problems | involving | entities | despite | importance | standardized | evaluates | overall | quality | work,EMNLP 2019,http://arxiv.org/abs/1909.00137v2
1909.00176v1,Quantity Tagger: A Latent-Variable Sequence Labeling Approach to Solving Addition-Subtraction Word Problems,2019-08-31,3,-0.081766255,-0.041750066,2,1,cs.CL,Yanyan Zou | Wei Lu,quantity | tagger | latentvariable | sequence | labeling | approach | solving | additionsubtraction | word | problems | arithmetic | problem | typically | includes | textual | description | containing | several | constant | quantities,ACL 2019,http://arxiv.org/abs/1909.00176v1
1909.00578v1,SumQE: a BERT-based Summary Quality Estimation Model,2019-09-02,4,-0.04654091,0.02051407,4,1,cs.CL,Stratos Xenouleas | Prodromos Malakasiotis | Marianna Apidianaki | Ion Androutsopoulos,sumqe | bertbased | summary | quality | estimation | model | propose | novel | summarization | based | bert | addresses | linguistic | aspects | indirectly | captured | contentbased | approaches | evaluation | without,IJCNLP 2019,http://arxiv.org/abs/1909.00578v1
1909.00945v1,"""Can you say more about the location?"" The Development of a Pedagogical Reference Resolution Agent",2019-09-03,1,-0.067384824,-0.0099632535,2,1,cs.CL,Maike Paetzel | Ramesh Manuvinakurike,say | location | development | pedagogical | reference | resolution | agent | increasingly | globalized | world | geographic | literacy | crucial | paper | present | collaborative | twoplayer | game | improve | peoples,,http://arxiv.org/abs/1909.00945v1
1909.01093v1,Empirical Study on Detecting Controversy in Social Media,2019-08-26,4,-0.36009693,0.10643961,4,5,cs.SI | cs.CL | cs.IR | cs.LG | stat.ML,Azadeh Nematzadeh | Grace Bang | Xiaomo Liu | Zhiqiang Ma,empirical | study | detecting | controversy | social | media | companies | financial | investors | paying | increasing | attention | consciousness | developing | corporate | strategies | making | investment | decisions | support,,http://arxiv.org/abs/1909.01093v1
1909.01627v2,On the k-synchronizability of systems,2019-09-04,3,-0.10390779,0.08029967,4,4,cs.FL | cs.CL | cs.SC | cs.SE,Cinzia Di Giusto | Cinzia Giusto | Laetitia Laversa | Etienne Lozes,ksynchronizability | systems | paper | work | notion | system | ksynchronizable | executions | reordering | causally | independent | actions | divided | succession | kbounded | interaction | phases | show | two | results,,http://arxiv.org/abs/1909.01627v2
1909.01701v1,SAO WMT19 Test Suite: Machine Translation of Audit Reports,2019-09-04,5,0.012473451,0.07121262,4,1,cs.CL,Tereza Vojtěchová | Michal Novák | Miloš Klouček | Ondřej Bojar,sao | wmt | test | suite | machine | translation | audit | reports | paper | describes | set | documents | auditing | domain | use | one | suites | news | task | directions,,http://arxiv.org/abs/1909.01701v1
1909.02339v2,Specializing Unsupervised Pretraining Models for Word-Level Semantic Similarity,2019-09-05,5,0.19256498,-0.14217412,5,1,cs.CL,Anne Lauscher | Ivan Vulić | Edoardo Maria Ponti | Anna Korhonen | Goran Glavaš,specializing | unsupervised | pretraining | models | wordlevel | semantic | similarity | shown | facilitate | wide | range | downstream | nlp | applications | however | retain | limitations | traditional | static | word,,http://arxiv.org/abs/1909.02339v2
1909.02392v2,Rewarding Coreference Resolvers for Being Consistent with World Knowledge,2019-09-05,1,-0.07744075,-0.13732134,8,1,cs.CL,Rahul Aralikatte | Heather Lent | Ana Valeria Gonzalez | Daniel Hershcovich | Chen Qiu | Anders Sandholm | Michael Ringaard | Anders Søgaard,rewarding | coreference | resolvers | consistent | world | knowledge | unresolved | bottleneck | relation | extraction | highquality | may | produce | output | makes | lot | easier | extract | triples | show,EMNLP 2019,http://arxiv.org/abs/1909.02392v2
1909.02745v1,Incorporating External Knowledge into Machine Reading for Generative Question Answering,2019-09-06,1,-0.0907785,-0.0675946,6,1,cs.CL,Bin Bi | Chen Wu | Ming Yan | Wei Wang | Jiangnan Xia | Chenliang Li,incorporating | external | knowledge | machine | reading | generative | question | answering | commonsense | background | required | qa | model | answer | many | nontrivial | questions | different | existing | work,EMNLP 2019,http://arxiv.org/abs/1909.02745v1
1909.02762v1,Effective Search of Logical Forms for Weakly Supervised Knowledge-Based Question Answering,2019-09-06,0,-0.018168725,-0.015904676,6,1,cs.CL,Tao Shen | Xiubo Geng | Tao Qin | Guodong Long | Jing Jiang | Daxin Jiang,effective | search | logical | forms | weakly | supervised | knowledgebased | question | answering | many | algorithms | kbqa | depend | semantic | parsing | translates | form | weak | supervision | provided,,http://arxiv.org/abs/1909.02762v1
1909.03011v1,RNN Architecture Learning with Sparse Regularization,2019-09-07,2,0.15715945,-0.06544413,4,3,cs.CL | cs.LG | stat.ML,Jesse Dodge | Roy Schwartz | Hao Peng | Noah A. Smith,rnn | architecture | learning | sparse | regularization | neural | models | nlp | typically | use | large | numbers | parameters | reach | stateoftheart | performance | lead | excessive | memory | usage,,http://arxiv.org/abs/1909.03011v1
1909.03104v2,Efficient Sentence Embedding using Discrete Cosine Transform,2019-09-07,2,0.112591654,-0.08240754,3,1,cs.CL,Nada Almarwani | Hanan Aldarmaki | Mona Diab,efficient | sentence | embedding | using | discrete | cosine | transform | vector | averaging | remains | one | popular | methods | spite | obvious | disregard | syntactic | structure | complex | sequential,EMNLP 2019,http://arxiv.org/abs/1909.03104v2
1909.03193v2,KG-BERT: BERT for Knowledge Graph Completion,2019-09-07,1,0.016287042,-0.20415176,3,2,cs.CL | cs.AI,Liang Yao | Chengsheng Mao | Yuan Luo,kgbert | bert | knowledge | graph | completion | graphs | important | resources | many | artificial | intelligence | tasks | often | suffer | incompleteness | work | propose | use | pretrained | language,,http://arxiv.org/abs/1909.03193v2
1909.03317v1,Dependency Parsing for Spoken Dialog Systems,2019-09-08,0,-0.011431323,0.12179114,3,3,cs.CL | cs.AI | cs.LG,Sam Davidson | Dian Yu | Zhou Yu,dependency | parsing | spoken | dialog | systems | conversational | input | play | important | role | language | understanding | identifying | relationships | entities | extracted | user | utterances | additionally | effective,EMNLP 2019,http://arxiv.org/abs/1909.03317v1
1909.03453v1,May I Check Again? -- A simple but efficient way to generate and use contextual dictionaries for Named Entity Recognition. Application to French Legal Texts,2019-09-08,1,-0.07784255,-0.120046884,2,1,cs.CL,Valentin Barriere | Amaury Fouret,may | check | simple | efficient | way | generate | use | contextual | dictionaries | named | entity | recognition | application | french | legal | texts | paper | present | new | method,,http://arxiv.org/abs/1909.03453v1
1909.03590v4,Does Order Matter? An Empirical Study on Generating Multiple Keyphrases as a Sequence,2019-09-09,3,-0.031927403,0.04993894,6,1,cs.CL,Rui Meng | Xingdi Yuan | Tong Wang | Peter Brusilovsky | Adam Trischler | Daqing He,order | matter | empirical | study | generating | multiple | keyphrases | sequence | recently | concatenating | target | proposed | new | learning | paradigm | keyphrase | generation | existing | studies | concatenate,,http://arxiv.org/abs/1909.03590v4
1909.04181v3,BERT-Based Arabic Social Media Author Profiling,2019-09-10,4,-0.016407367,0.034516364,2,1,cs.CL,Chiyu Zhang | Muhammad Abdul-Mageed,bertbased | arabic | social | media | author | profiling | report | models | detecting | age | language | variety | gender | data | context | deception | detection | shared | task | apda,,http://arxiv.org/abs/1909.04181v3
1909.04367v1,Competing Topic Naming Conventions in Quora: Predicting Appropriate Topic Merges and Winning Topics from Millions of Topic Pairs,2019-09-10,4,-0.1802999,0.07556266,4,2,cs.SI | cs.CL,Binny Mathew | Suman Kalyan Maity | Pawan Goyal | Animesh Mukherjee,competing | topic | naming | conventions | quora | predicting | appropriate | merges | winning | topics | millions | pairs | popular | qa | site | provides | users | ability | tag | questions,,http://arxiv.org/abs/1909.04367v1
1909.05192v3,The Longer the Better? The Interplay Between Review Length and Line of Argumentation in Online Consumer Reviews,2019-09-10,4,-0.24082701,0.13984923,3,2,cs.CL | cs.LG,Bernhard Lutz | Nicolas Pröllochs | Dirk Neumann,longer | better | interplay | review | length | line | argumentation | online | consumer | reviews | helpfulness | serves | focal | point | understanding | customers | purchase | decisionmaking | process | retailer,,http://arxiv.org/abs/1909.05192v3
1909.05309v1,Annotation and Classification of Sentence-level Revision Improvement,2019-09-04,4,-0.03655914,0.045375995,2,1,cs.CL,Tazin Afrin | Diane Litman,annotation | classification | sentencelevel | revision | improvement | studies | writing | revisions | rarely | focus | quality | address | issue | introduce | corpus | betweendraft | student | argumentative | essays | annotated,,http://arxiv.org/abs/1909.05309v1
1909.05356v2,Entity Projection via Machine Translation for Cross-Lingual NER,2019-09-01,5,0.09069434,-0.08469752,3,4,cs.CL | cs.AI | cs.LG | stat.ML,Alankar Jain | Bhargavi Paranjape | Zachary C. Lipton,entity | projection | via | machine | translation | crosslingual | ner | although | languages | supported | strong | offtheshelf | systems | subset | possess | large | annotated | corpora | named | recognition,,http://arxiv.org/abs/1909.05356v2
1909.05367v3,Learning in Text Streams: Discovery and Disambiguation of Entity and Relation Instances,2019-09-06,1,-0.10108622,-0.09327565,4,3,cs.CL | cs.LG | stat.ML,Marco Maggini | Giuseppe Marra | Stefano Melacci | Andrea Zugarini,learning | text | streams | discovery | disambiguation | entity | relation | instances | consider | scenario | artificial | agent | reading | stream | composed | set | narrations | informed | identity | individuals,,http://arxiv.org/abs/1909.05367v3
1909.06635v1,Joint Wasserstein Autoencoders for Aligning Multimodal Embeddings,2019-09-15,0,0.11517639,-0.12011809,4,3,cs.CV | cs.CL | cs.LG,Shweta Mahajan | Teresa Botschen | Iryna Gurevych | Stefan Roth,joint | wasserstein | autoencoders | aligning | multimodal | embeddings | one | key | challenges | learning | multiple | modalities | eg | images | text | ensure | coherent | crossmodal | semantics | generalize,,http://arxiv.org/abs/1909.06635v1
1909.06694v1,Beyond BLEU: Training Neural Machine Translation with Semantic Similarity,2019-09-15,5,0.208954,0.049976803,4,1,cs.CL,John Wieting | Taylor Berg-Kirkpatrick | Kevin Gimpel | Graham Neubig,beyond | bleu | training | neural | machine | translation | semantic | similarity | nmt | systems | still | trained | using | maximum | likelihood | estimation | recent | work | demonstrated | optimizing,ACL 2019,http://arxiv.org/abs/1909.06694v1
1909.06845v2,Quantum Structure in Cognition: Human Language as a Boson Gas of Entangled Words,2019-09-16,3,-0.11063523,0.045894694,2,3,q-bio.NC | cs.CL | quant-ph,Diederik Aerts | Lester Beltran,quantum | structure | cognition | human | language | boson | gas | entangled | words | model | piece | text | telling | story | means | describing | bose | state | close | boseeinstein,,http://arxiv.org/abs/1909.06845v2
1909.07158v3,Prediction Uncertainty Estimation for Hate Speech Classification,2019-09-16,4,-0.08023865,0.10055276,5,3,cs.CL | cs.LG | stat.ML,Kristian Miok | Dong Nguyen-Doan | Blaž Škrlj | Daniela Zaharie | Marko Robnik-Šikonja,prediction | uncertainty | estimation | hate | speech | classification | result | social | network | popularity | recent | years | phenomenon | significantly | increased | due | harmful | effect | minority | groups,,http://arxiv.org/abs/1909.07158v3
1909.07290v2,Communication-based Evaluation for Natural Language Generation,2019-09-16,3,0.026263895,0.12665646,3,1,cs.CL,Benjamin Newman | Reuben Cohn-Gordon | Christopher Potts,communicationbased | evaluation | natural | language | generation | nlg | systems | commonly | evaluated | using | ngram | overlap | measures | eg | bleu | rouge | directly | capture | semantics | speaker,,http://arxiv.org/abs/1909.07290v2
1909.07734v2,SocialNLP EmotionX 2019 Challenge Overview: Predicting Emotions in Spoken Dialogues and Chats,2019-09-17,4,-0.12798168,0.20749453,2,1,cs.CL,Boaz Shmueli | Lun-Wei Ku,socialnlp | emotionx | challenge | overview | predicting | emotions | spoken | dialogues | chats | present | held | th | international | workshop | natural | language | processing | social | media | conjunction,,http://arxiv.org/abs/1909.07734v2
1909.07873v1,Generating Black-Box Adversarial Examples for Text Classifiers Using a Deep Reinforced Model,2019-09-17,3,-0.056964934,0.026215078,2,4,cs.LG | cs.CL | cs.IR | stat.ML,Prashanth Vijayaraghavan | Deb Roy,generating | blackbox | adversarial | examples | text | classifiers | using | deep | reinforced | model | recently | become | important | means | measuring | robustness | learning | help | us | identify,,http://arxiv.org/abs/1909.07873v1
1909.08089v1,Extractive Summarization of Long Documents by Combining Global and Local Context,2019-09-18,1,-0.05667106,-0.08929781,2,1,cs.CL,Wen Xiao | Giuseppe Carenini,extractive | summarization | long | documents | combining | global | local | context | paper | propose | novel | neural | single | document | model | incorporating | whole | within | current | topic,IJCNLP 2019,http://arxiv.org/abs/1909.08089v1
1909.08191v3,Exploring Scholarly Data by Semantic Query on Knowledge Graph Embedding Space,2019-09-17,1,-0.18402149,-0.30613652,2,3,cs.AI | cs.CL | cs.DL,Hung Nghiep Tran | Atsuhiro Takasu,exploring | scholarly | data | semantic | query | knowledge | graph | embedding | space | trends | open | science | enabled | several | datasets | include | millions | papers | authors | managing,,http://arxiv.org/abs/1909.08191v3
1909.08250v1,Natural Language Generation for Non-Expert Users,2019-09-18,3,-0.058598094,0.09290076,3,2,cs.AI | cs.CL,Van Duc Nguyen | Tran Cao Son | Enrico Pontelli,natural | language | generation | nonexpert | users | motivated | difficulty | presenting | computational | results | especially | collection | atoms | logical | proficient | computer | programming | andor | representation | propose,,http://arxiv.org/abs/1909.08250v1
1909.08582v1,Code-Switched Language Models Using Neural Based Synthetic Data from Parallel Sentences,2019-09-19,3,0.14453416,0.051802177,4,1,cs.CL,Genta Indra Winata | Andrea Madotto | Chien-Sheng Wu | Pascale Fung,codeswitched | language | models | using | neural | based | synthetic | data | parallel | sentences | training | difficult | due | lack | complexity | grammatical | structure | linguistic | constraint | theories,,http://arxiv.org/abs/1909.08582v1
1909.08686v1,Sentiment-Aware Recommendation System for Healthcare using Social Media,2019-09-19,4,-0.19245283,0.0085047195,3,1,cs.CL,Alan Aipe | Mukuntha Narayanan Sundararaman | Asif Ekbal,sentimentaware | recommendation | system | healthcare | using | social | media | last | decade | health | communities | known | forums | evolved | platforms | users | share | medical | experiences | thereby,,http://arxiv.org/abs/1909.08686v1
1909.09070v1,"Look, Read and Enrich. Learning from Scientific Figures and their Captions",2019-09-20,1,-0.13739415,-0.0826737,2,3,cs.AI | cs.CL | cs.CV,Jose Manuel Gomez-Perez | Raul Ortega,look | read | enrich | learning | scientific | figures | captions | compared | natural | images | understanding | particularly | hard | machines | however | valuable | source | information | literature | remained,,http://arxiv.org/abs/1909.09070v1
1909.09595v1,SANVis: Visual Analytics for Understanding Self-Attention Networks,2019-09-13,2,0.050425243,-0.023422252,10,3,cs.CL | cs.LG | cs.NE,Cheonbok Park | Inyoup Na | Yongjang Jo | Sungbok Shin | Jaehyo Yoo | Bum Chul Kwon | Jian Zhao | Hyungjong Noh | Yeonsoo Lee | Jaegul Choo,sanvis | visual | analytics | understanding | selfattention | networks | attention | deep | neural | network | architecture | inspired | humans | mechanism | seen | significant | success | image | captioning | machine,,http://arxiv.org/abs/1909.09595v1
1909.10309v1,An Evalutation of Programming Language Models' performance on Software Defect Detection,2019-09-11,5,0.04849916,0.011667589,1,2,cs.SE | cs.CL,Kailun Wang,evalutation | programming | language | models | performance | software | defect | detection | dissertation | presents | evaluation | several | datasets | model | lm | provide | word | representation | probability | indication,,http://arxiv.org/abs/1909.10309v1
1909.10681v2,Knowledge-Enriched Transformer for Emotion Detection in Textual Conversations,2019-09-24,4,-0.07575131,0.05067751,3,3,cs.CL | cs.AI | cs.LG,Peixiang Zhong | Di Wang | Chunyan Miao,knowledgeenriched | transformer | emotion | detection | textual | conversations | messages | human | inherently | convey | emotions | task | detecting | leads | wide | range | applications | opinion | mining | social,EMNLP 2019,http://arxiv.org/abs/1909.10681v2
1909.11974v3,"Read, Attend and Comment: A Deep Architecture for Automatic News Comment Generation",2019-09-26,4,-0.13469316,0.062551215,4,3,cs.CL | cs.IR | cs.LG,Ze Yang | Can Xu | Wei Wu | Zhoujun Li,read | attend | comment | deep | architecture | automatic | news | generation | new | testbed | techniques | natural | language | paper | propose | readattendcomment | procedure | formalize | reading | network,EMNLP2019,http://arxiv.org/abs/1909.11974v3
1909.11980v1,Spoken Conversational Search for General Knowledge,2019-09-26,3,-0.26840147,0.07757049,11,3,cs.AI | cs.CL | cs.HC,Lina M. Rojas-Barahona | Pascal Bellec | Benoit Besset | Martinho Dos-Santos | Johannes Heinecke | Munshi Asadullah | Olivier Le-Blouch | Jean Y. Lancien | Géraldine Damnati | Emmanuel Mory | Frédéric Herledan,spoken | conversational | search | general | knowledge | present | question | answering | proof | concept | able | answer | questions | wikidata | dialogue | component | orchestrate | various | components | also,,http://arxiv.org/abs/1909.11980v1
1909.12079v1,Improving Fine-grained Entity Typing with Entity Linking,2019-09-26,1,-0.033107292,-0.25084913,4,1,cs.CL,Hongliang Dai | Donghong Du | Xin Li | Yangqiu Song,improving | finegrained | entity | typing | linking | challenging | problem | since | usually | involves | relatively | large | tag | set | may | require | understand | context | mention | paper,EMNLP 2019,http://arxiv.org/abs/1909.12079v1
1909.12208v1,An Investigation into the Effectiveness of Enhancement in ASR Training and Test for CHiME-5 Dinner Party Transcription,2019-09-26,2,0.18183133,0.12610391,4,2,cs.CL | eess.AS,Catalin Zorila | Christoph Boeddeker | Rama Doddipatla | Reinhold Haeb-Umbach,investigation | effectiveness | enhancement | asr | training | test | chime | dinner | party | transcription | despite | strong | modeling | power | neural | network | acoustic | models | speech | shown,,http://arxiv.org/abs/1909.12208v1
1909.13078v1,OpenNRE: An Open and Extensible Toolkit for Neural Relation Extraction,2019-09-28,1,-0.073380746,-0.12683798,6,1,cs.CL,Xu Han | Tianyu Gao | Yuan Yao | Demin Ye | Zhiyuan Liu | Maosong Sun,opennre | open | extensible | toolkit | neural | relation | extraction | opensource | provides | unified | framework | implement | models | re | specifically | implementing | typical | methods | allows | developers,,http://arxiv.org/abs/1909.13078v1
1909.13162v1,"Translation, Sentiment and Voices: A Computational Model to Translate and Analyse Voices from Real-Time Video Calling",2019-09-29,3,-0.01678606,0.12949298,1,2,cs.CL | cs.LG,Aneek Barman Roy,translation | sentiment | voices | computational | model | translate | analyse | realtime | video | calling | internet | quickly | becoming | easy | access | many | voice | slowly | gaining | momentum,,http://arxiv.org/abs/1909.13162v1
